personLabel,placeLabel,countryLabel,organisationLabel,orgnPlaceLabel,orgnCountryLabel,univLabel,founded
Anders Spole,Barnarps församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ivar Afzelius,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sigvard Eklund,Kiruna,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Rudolf Kjellén,Torsö församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Håstad,Sverige,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Salomon Eberhard Henschen,Uppsala domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anders Chydenius,Sotkamo,Finland,Kungliga Akademien i Åbo,Åbo,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Jaak Peetre,Tallinn,Estland,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl Lagercrantz,Domkyrkoförsamlingen i Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bengt Landgren,Torsås församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Torsten Carleman,Visseltofta församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Rudbeck den äldre,Västerås domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Abraham Langlet,Södertälje,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hjalmar Möller,Ystads församling,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ferdinand Johansson,Misterhults församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Edén,Piteå,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ernst Trygger,Skeppsholmen,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Geo Widengren,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gerda Uddgren,Katarina församling,Sverige,Serafimerlasarettet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Percy Quensel,Marstrands församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Birger Ekeberg,Uppsala domkyrkoförsamling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Birger Ekeberg,Uppsala domkyrkoförsamling,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Finn Malmgren,Domkyrkoförsamlingen i Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Charlier,Östersunds församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Ludvig Lithander,Röicks,Estland,Klara församling,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anders Ångström,Adolf Fredriks församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Ruin,Helsingfors,Finland,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Claes-Ingvar Lagerkvist,Nässjö,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Mattias Steuchius,Norrtälje,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Oscar Levertin,Gryts församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Svante Pääbo,Stockholm,Sverige,Münchens universitet,München,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Arne Tiselius,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Neil Price,London,Storbritannien,Universitetet i Aberdeen,Aberdeen City,Storbritannien,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Bjursell,Bo-Svennevads församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Christer Betsholtz,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Torsten Carleman,Visseltofta församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gustaf Retzius,Kungsholms församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yngve Larsson,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Urban Lendahl,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Larsson Kämpe,Vårgårda kommun,Sverige,Kungliga biblioteket,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans Bendz,Västra Tommarps församling,Sverige,Ramlösa hälsobrunn,Helsingborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gunnar Borg,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Torsten Carleman,Visseltofta församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Christer Betsholtz,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Rickard Sandler,Torsåkers församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Samuel Klingenstierna,Kärna församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Benzelius den äldre,Luleå domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Johan Malmsten,Skara domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Andreas Gyldenklou,Östanstång,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Charlier,Östersunds församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Abraham Langlet,Södertälje,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Wilhelm Schlaug,Uddevalla,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Pamela Ronald,Burlingame,USA,"University of California, Davis",Davis,USA,Uppsala universitet,1477-01-01T00:00:00Z
Bernhard Karlgren,Jönköping,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henric Benzelius,Strängnäs stadsförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henning Pleijel,Vimmerby stadsförsamling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Hylander,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Bjursell,Bo-Svennevads församling,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Per Alström,Sverige,Sverige,Sveriges lantbruksuniversitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Selim Birger,Ystads församling,Sverige,Sankt Görans sjukhus,Stockholms kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Christer Betsholtz,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Tomas Cronholm,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Aeschillus Petraeus,Grums församling,Sverige,Kungliga Akademien i Åbo,Åbo,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Gustaf Aulén,Ljungby församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sigurd Agrell,Rämmens församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anders Gustaf Ekeberg,Hedvig Eleonora församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Rudberg,Skaraborgs län,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Oscar Levertin,Gryts församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gustaf Aulén,Ljungby församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bernhard Karlgren,Jönköping,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Aspelin,Simrishamns kommun,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gunnar Aspelin,Södra Mellby,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Hans Bendz,Västra Tommarps församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johann Beckmann,Hoya,Tyskland,Göttingens universitet,Göttingen,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Walfrid Petersson,Skedevi församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yngve Larsson,Stockholm,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Neil Price,London,Storbritannien,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jöns Jacob Berzelius,Väversunda,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Einar Gjerstad,Örebro,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Håkan Fägerstierna,Fägre församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Eva von Bahr,Hedvig Eleonora församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Carlquist,Knästorps församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Engelbert Jörlin,Jörlanda församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Lönnroth,Vasa församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Stefan Nilsson,Linköping,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Melker Schörling,Götlunda socken,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Bengt-Åke Lundvall,Sverige,Sverige,Aalborg Universitet,Ålborgs kommun,Danmark,Göteborgs universitet,1954-07-01T00:00:00Z
Gunnar Hedström,Lemnhults församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,London School of Economics,City of Westminster,Storbritannien,Uppsala universitet,1477-01-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,Stanforduniversitetet,Stanford,USA,Uppsala universitet,1477-01-01T00:00:00Z
Birger Hjørland,Nærum,Danmark,Köpenhamns universitet,Köpenhamns kommun,Danmark,Göteborgs universitet,1954-07-01T00:00:00Z
Otto Fischer,Linköping,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jöns Jacob Berzelius,Väversunda,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hugo Laurell,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Adolf Kjellberg,Alsters församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yngve Larsson,Stockholm,Sverige,Addis Ababa University,Addis Abeba,Etiopien,Uppsala universitet,1477-01-01T00:00:00Z
Ragnar Norrby,Göteborg,Sverige,Umeå universitet,Umeå kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Bengt Oberger,Nora kommun,Sverige,Lunds studentkår,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Jerker Porath,Sala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Adolph Phalén,Tuna församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Adam Smitt,Halmstad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ragnar Norrby,Göteborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Bertil Lindblad,Örebro,Sverige,Uppsala astronomiska observatorium,Uppsala,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lotta Lotass,Gagnefs kommun,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Sten Malmquist,Lunds domkyrkoförsamling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bertil Lindblad,Örebro,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Helge Backlund,Tartu,Estland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bengt Oberger,Nora kommun,Sverige,Sveriges ambassad i Lusaka,Lusaka,Zambia,Lunds universitet,1666-12-19T00:00:00Z
Susanna Roxman,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gustaf Erik Pasch,Norrköpings S:t Olofs församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Carlquist,Knästorps församling,Sverige,"Lunds universitets bibliotek, Universitetsbiblioteket, UB",Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Selim Birger,Ystads församling,Sverige,Sankt Görans sjukhus,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Harald Bergström,Mölltorp,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Magnus Blix,Säbrå församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Edvard Phragmén,Örebro,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bertil Lindblad,Örebro,Sverige,Uppsala astronomiska observatorium,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Otto Pettersson,Domkyrkoförsamlingen i Göteborg,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Stig Jägerskiöld,Vasa församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,Linnéuniversitetet,Växjö kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Lönnroth,Vasa församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Erland Lagerlöf,Kristinehamns församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hannes Sköld,Västerlövsta församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Gunno Palmquist,Gislaved,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Johan Lybeck,Bromma församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,Umeå universitet,Umeå kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,Linnéuniversitetet,Kalmar kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Adam Smitt,Halmstad,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gudmund Borelius,Falu Kristine församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gustaf Kobb,Göteborgs Kristine församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Hasselmo,Värmlands län,Sverige,University of Minnesota,Saint Paul,USA,Uppsala universitet,1477-01-01T00:00:00Z
Juleen Zierath,Milwaukee,USA,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Nils Hasselmo,Värmlands län,Sverige,University of Minnesota,Minneapolis,USA,Uppsala universitet,1477-01-01T00:00:00Z
Harald Bergström,Mölltorp,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Adam Kuhn,Germantown,USA,University of Pennsylvania,Philadelphia,USA,Uppsala universitet,1477-01-01T00:00:00Z
Magnus Blix,Säbrå församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Pehr von Afzelius,Larvs församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Anton Anjou,Frösthults församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans Forssell,Gävle församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Christopher Kullenberg,Linköping,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Gabriel Gustafson,Visby,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,London School of Economics,London,Storbritannien,Uppsala universitet,1477-01-01T00:00:00Z
August Ludwig von Schlözer,Kirchberg an der Jagst,Tyskland,Göttingens universitet,Göttingen,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Thomas Hakon Grönwall,Dylta bruk,Sverige,Columbia University,Manhattan,USA,Uppsala universitet,1477-01-01T00:00:00Z
Aant Elzinga,Bolsward,Nederländerna,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Nick Bostrom,Helsingborg,Sverige,Oxfords universitet,Oxford,Storbritannien,Göteborgs universitet,1954-07-01T00:00:00Z
Ada Yonath,Jerusalem,Israel,University of Chicago,Chicago,USA,Karolinska Institutet,1810-01-01T00:00:00Z
Jannis Kallinikos,Preveza,Grekland,Universitetet i Bologna,Bologna,Italien,Uppsala universitet,1477-01-01T00:00:00Z
Bertil H. van Boer,Tallahassee,USA,Western Washington University,Bellingham,USA,Uppsala universitet,1477-01-01T00:00:00Z
Bo Ralph,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Sture Allén,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Hans Davidsson,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Ingemar Düring,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Sven-Eric Liedman,Karlskrona,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Sven Liljeblad,Jönköping,Sverige,"University of California, Berkeley",Berkeley,USA,Lunds universitet,1666-12-19T00:00:00Z
Teresa Lagergård,Sosnowiec,Polen,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Cecilia Malmström,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
