personLabel,placeLabel,countryLabel,organisationLabel,orgnPlaceLabel,orgnCountryLabel,univLabel,founded
Wlodek Rabinowicz,Warszawa,Polen,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Algot Key-Åberg,Säby församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Kai Siegbahn,Lund,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Peter Whittle,Wellington,Nya Zeeland,Universitetet i Cambridge,Cambridgeshire,Storbritannien,Uppsala universitet,1477-01-01T00:00:00Z
Petrus Filenius,Röddinge församling,Sverige,Kungliga Akademien i Åbo,Åbo,Finland,Lunds universitet,1666-12-19T00:00:00Z
Bo Hedberg,Karlshamn,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Kai Siegbahn,Lund,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Torsten Husén,Lund,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Håkan Lans,Enskede-Årsta-Vantörs stadsdelsområde,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bertil H. van Boer,Tallahassee,USA,Brigham Young University,Provo,USA,Uppsala universitet,1477-01-01T00:00:00Z
Nathanael af Schultén den yngre,Nagu,Finland,Helsingfors universitet,Helsingfors,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Johann Gottlieb Georgi,Kreis Greifenberg,Preussen,Sankt Petersburgs vetenskapsakademi,Sankt Petersburg,Ryssland,Uppsala universitet,1477-01-01T00:00:00Z
Magnus Alkarp,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Mats Rosengren,Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Anna Wåhlin,Göteborg,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Josua Lindahl,Kungsbacka,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Thomas Sterner,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Anna Wåhlin,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Thomas Johansson (professor),Vänersborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Malte Jacobsson,Kristianstad,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Alexander Loit,Pärnu,Estland,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Tamerlan Thorell,Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Emil Snogerup,Osby kommun,Sverige,Botaniska trädgården,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ivar Fredholm,Klara församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Björn Engquist,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Torbern Bergman,Mariestads kommun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Torbern Bergman,Låstads församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Berggren,Höörs socken,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yngve Brilioth,Västra Eds församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl von Linné,Råshult,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Wohlin,Adolf Fredriks församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Wallerius,Stora Mellösa församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Frans Kjellman,Torsö församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Adolf Noreen,Östra Ämterviks församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Herbert Olsson,Färgelanda,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Östen Bergstrand,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Edgar Reuterskiöld,Domkyrkoförsamlingen i Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Reenstierna,Kristinehamns församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Allvar Gullstrand,Landskrona församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sigurd Ribbing,Mistelås församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erling Eidem,Göteborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Bengt Edlén,Gusum,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Berggren,Höörs socken,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yngve Brilioth,Västra Eds församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Per Rudling,Karlstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Åke Sjöberg,Sala,Sverige,University of Pennsylvania,Philadelphia,USA,Uppsala universitet,1477-01-01T00:00:00Z
Katarina Olsson,Katrineholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Henrik Sandblad,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Reenstierna,Kristinehamns församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Urban Lendahl,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Carl Albert Lindström,Härnösands domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Christian Lovén,Klara församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Gustaf Retzius,Kungsholms församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Gustaf Åkerman,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ulrik Scheffer,Nyköping,Sverige,Kungliga Akademien i Åbo,Åbo,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Åke Sjöberg,Sala,Sverige,University of Chicago,Chicago,USA,Uppsala universitet,1477-01-01T00:00:00Z
Halina Rubinsztein-Dunlop,Polen,Polen,University of Queensland,Brisbane,Australien,Göteborgs universitet,1954-07-01T00:00:00Z
Otto Sylwan,Kristianstads garnisonsförsamling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Biörn Ivemark,Karlstad,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Alexander Loit,Pärnu,Estland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Peter Schantz,Stockholm,Sverige,Mittuniversitetet,Jämtlands län,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Josua Lindahl,Kungsbacka,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gustaf Retzius,Kungsholms församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Henrik Schück,Klara församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Louis de Geer den äldre,Risinge församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Efraim Liljeqvist,Örebro Nikolai församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Vagn Walfrid Ekman,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Emanuel Swedenborg,Jakob och Johannes församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Oscar Alin,Falu Kristine församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Gustaf Malmström,Tysslinge församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Peter Schantz,Stockholm,Sverige,Mittuniversitetet,Västernorrlands län,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Nathan Söderblom,Trönö,Sverige,Leipzigs universitet,Leipzig,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Torgny Segerstedt,Karlstads domkyrkoförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Herman Nilsson-Ehle,Skurups församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Axel Romdahl,Linköpings domkyrkoförsamling,Sverige,Nordiska museet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Peter Schantz,Stockholm,Sverige,Umeå universitet,Umeå kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Axel Romdahl,Linköpings domkyrkoförsamling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Georg Björling,Halmstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Bernhard Lundgren,Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Gadolin,Åbo,Finland,Kungliga Akademien i Åbo,Åbo,Finland,Uppsala universitet,1477-01-01T00:00:00Z
P.O. Enquist,Hjoggböle,Sverige,"University of California, Los Angeles",Los Angeles,USA,Uppsala universitet,1477-01-01T00:00:00Z
Rolf Santesson,Trollhättan,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lennart Ljung (professor),Malmö,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Bo Södersten,Grängesberg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anita Hansbo,Tofteryds församling,Sverige,Högskolan Väst,Trollhättan,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Josua Lindahl,Kungsbacka,Sverige,Augustana College,Rock Island,USA,Lunds universitet,1666-12-19T00:00:00Z
Rolf Santesson,Trollhättan,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Rooth,Degerfors församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bo Södersten,Grängesberg,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Svante Arrhenius,Balingsta församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hjalmar Théel,Säter,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Rooth,Degerfors församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lennart Levi,Riga,Lettland,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Áskell Löve,Reykjavik,Island,University of Manitoba,Manitoba,Kanada,Lunds universitet,1666-12-19T00:00:00Z
Birger Mörner,Nora stadsförsamling,Sverige,Sveriges ambassad i Helsingfors,Helsingfors,Finland,Lunds universitet,1666-12-19T00:00:00Z
Peter Ascanius,Aure,Norge,Köpenhamns universitet,Köpenhamns kommun,Danmark,Uppsala universitet,1477-01-01T00:00:00Z
Carl Axel Gottlund,Strömfors,Finland,Helsingfors universitet,Helsingfors,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Gustaf Hallström,Maria Magdalena församling,Sverige,Riksantikvarieämbetet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johannes Canuti Lenaeus,Lena församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils-Erik Hansegård,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Säve,Roma församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Wilhelm Erik Svedelius,Köpings stadsförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ingemar Hedenius,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ivar Sandström,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Svante Arrhenius,Balingsta församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Adolph Törneros,Eskilstuna stadsförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henrik Schück,Klara församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Christopher Jacob Boström,Piteå stadsförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Louis de Geer den äldre,Risinge församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hjalmar Hammarskjöld,Tuna församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Efraim Liljeqvist,Örebro Nikolai församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Harald Hjärne,Skövde landsförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Henrik Boheman,Jönköpings Kristina församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl Fredrik Fallén,Kristinehamns församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Jesper Swedberg,Falu Kristine församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
The Svedberg,Valbo församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nathan Söderblom,Trönö,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Örjan Ouchterlony,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Rolf Sievert,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Johan Gottschalk Wallerius,Stora Mellösa församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Elis Essen-Möller,Jönköpings Sofia församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Wilhelm Zetterstedt,Mjölby socken,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Nils-Erik Hansegård,Stockholm,Sverige,Umeå universitet,Umeå kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Áskell Löve,Reykjavik,Island,Islands universitet,Reykjavik,Island,Lunds universitet,1666-12-19T00:00:00Z
Áskell Löve,Reykjavik,Island,Université de Montréal,Montréal,Kanada,Lunds universitet,1666-12-19T00:00:00Z
J.J. Ferber,Karlskrona stadsförsamling,Sverige,Bergakademie Berlin,Berlin,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Hans Dalborg,Säter,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hinrich Bitter-Suermann,Berlin,Tyskland,Dalhousie University,Halifax,Kanada,Göteborgs universitet,1954-07-01T00:00:00Z
Sune Ambrosiani,Solna församling,Sverige,Nordiska museet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Arvid Lindström,Hedemora,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ole Lamm,Göteborg,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bengt Danielsson,Krokek,Sverige,Etnografiska museet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Ahnlund,Uppsala domkyrkoförsamling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ivar Fredholm,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Wilhelm Erik Svedelius,Köpings stadsförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hinrich Bitter-Suermann,Berlin,Tyskland,Georgetownuniversitet,"Washington, D.C.",USA,Göteborgs universitet,1954-07-01T00:00:00Z
Anita Hansbo,Tofteryds församling,Sverige,Högskolan i Jönköping,Jönköpings kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Julian Togelius,Malmö,Sverige,New York University,Manhattan,USA,Lunds universitet,1666-12-19T00:00:00Z
Alice Rinell Hermansson,Qingdao,Kina,Ersta Sköndal högskola,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Julian Togelius,Malmö,Sverige,IT-universitetet i Köpenhamn,Köpenhamns kommun,Danmark,Lunds universitet,1666-12-19T00:00:00Z
Alice Rinell Hermansson,Qingdao,Kina,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anders Gustaf Wide,Sundsvall,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans Dalborg,Säter,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hinrich Bitter-Suermann,Berlin,Tyskland,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Lars Liedbeck,Jönköping,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Göte Turesson,Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Martin Lind,Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Solfrid Söderlind,Bromma församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ulf Grenander,Västervik,Sverige,Brown University,Providence,USA,Uppsala universitet,1477-01-01T00:00:00Z
Solfrid Söderlind,Bromma församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Laurentius Paulinus Gothus,Söderköping,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Vivi Laurent-Täckholm,Danderyds församling,Sverige,Kairos universitet,Giza,Egypten,Stockholms universitet,1878-01-01T00:00:00Z
Hinrich Bitter-Suermann,Berlin,Tyskland,Ruprecht-Karls-Universität Heidelberg,Heidelberg,Tyskland,Göteborgs universitet,1954-07-01T00:00:00Z
Áskell Löve,Reykjavik,Island,University of Colorado Boulder,Boulder,USA,Lunds universitet,1666-12-19T00:00:00Z
Axel Otto Lindfors,Lunds domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
David M. Wilson,Dacre,Storbritannien,British Museum,London Borough of Camden,Storbritannien,Lunds universitet,1666-12-19T00:00:00Z
Bengt Samuelsson,Halmstad,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Bárbara Dührkop Dührkop,Hannover,Tyskland,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Solfrid Söderlind,Bromma församling,Sverige,Nationalmuseum,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Bárbara Dührkop Dührkop,Hannover,Tyskland,Friedrich-Alexander-Universität Erlangen-Nürnberg,Nürnberg,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Olof Rudbeck den yngre,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Philip Jacob Thelott,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Joseph Nordgren,Örebro,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Elof Tegnér,Källstorps församling,Sverige,Kungliga biblioteket,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Adolf Natanael Lindqvist,Nässjö,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Emanuel Linderholm,Hakarps församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl von Linné den yngre,Falu Kristine församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Karl Vilhelm Zetterstéen,Orsa församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Arvid Wretlind,Avesta,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Lars Leksell,Sverige,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Bo Reicke,Stockholm,Sverige,Universität Basel,Basel,Schweiz,Uppsala universitet,1477-01-01T00:00:00Z
Lars Johan Wahlstedt,Värsås församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Stig Jägerskiöld,Vasa församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Adolf Natanael Lindqvist,Nässjö,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Arthur Thomson,Mönsterås,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Fredrik Tersmeden,Tynnered,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Ernst Rietz,Karlshamns församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Karl Vilhelm Zetterstéen,Orsa församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Björn Roos,Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ulf Grenander,Västervik,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ulf Grenander,Västervik,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Terenius,Örebro,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Mats Daniels,Övertorneå,Finland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henrik Sjögren,Köping,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Bo Melin,Kalmar domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Moira von Wright,Helsingfors,Finland,Örebro universitet,Örebro kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Clas Theodor Odhner,Alingsås landsförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anders Jonas Ångström,Lögdö bruk,Sverige,Uppsala astronomiska observatorium,Uppsala,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils-Erik Hansegård,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Hugo von Zeipel,Österhaninge församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Clas Theodor Odhner,Alingsås landsförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Eric Prosperin,Sverige,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ivar Bendixson,Oscars församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Lakomaa,Linköping,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Terenius,Örebro,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Åke Sjöholm,Nyköping,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Fredrik Wilhelm Klint,Visby,Sverige,Östergarns kyrka,Region Gotland,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nina Björk,Offerdals socken,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Gunhild Kyle,Haga församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
